report_date,manufacturer,model_original,model_year,model_key,source_url,loaded_at
2024-10-10,기아 주식회사,카니발 리무진,2020,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K3,2020,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-10,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),아반떼(AVANTE),2019,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),그랜저(GRANDEUR),2022,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),싼타페(SANTAFE),2013,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),투싼(TUCSON),2017,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,현대자동차(주),투싼(TUCSON),2019,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,봉고Ⅲ 1톤,2024,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,봉고Ⅲ 1톤,2024,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,K3,2020,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,쏘렌토 하이브리드,2023,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,쏘렌토 하이브리드,2024,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-11,기아 주식회사,스포티지,2023,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,현대자동차(주),싼타페(SANTAFE),2013,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,현대자동차(주),싼타페(SANTAFE),2020,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,카니발 리무진,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,카니발 리무진,2023,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,니로 EV,2022,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,쏘렌토,2019,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-14,기아 주식회사,스포티지 하이브리드,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),아반떼 (AVANTE),2014,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),아반떼(AVANTE),2021,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2017,HYU_GRAND_STAREX,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),싼타페(SANTAFE),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,K3,2020,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,K8,2022,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,K8,2023,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,니로 EV,2019,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-15,기아 주식회사,스포티지,2022,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),아이오닉5 (IONIQ5),2023,HYU_IONIQ5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,현대자동차(주),포터Ⅱ (PORTERⅡ),2024,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,카니발,2020,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-16,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2012,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),아반떼(AVANTE),2018,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),코나 하이브리드(KONA HYBRID),2020,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),쏘나타(SONATA),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2024,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,카니발,2020,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,카니발,2020,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,K3,2015,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,K8,2023,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,K8 하이브리드,2022,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-17,기아 주식회사,쏘렌토 하이브리드,2025,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),아반떼 (AVANTE),2013,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2024,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),캐스퍼(CASPER),2024,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),그랜저(GRANDEUR),2021,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2021,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,현대자동차(주),투싼(TUCSON),2024,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,K3,2020,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-18,기아 주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),아반떼(AVANTE),2008,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2021,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),싼타페(SANTAFE),2013,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,현대자동차(주),투싼(TUCSON),2019,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,카니발,2025,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,EV6,2022,KIA_EV6,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,K5,2024,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,쏘렌토,2018,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,쏘렌토,2018,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-21,기아 주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),캐스퍼 일렉트릭(CASPER Electric),2025,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),캐스퍼 일렉트릭(CASPER Electric),2025,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),캐스퍼 일렉트릭(CASPER Electric),2025,HYU_CASPER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),팰리세이드(PALISADE),2024,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,현대자동차(주),쏘나타(SONATA),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,카니발 리무진,2017,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K3,2020,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K3,2019,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,K8 하이브리드,2025,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,니로 EV,2019,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,레이,2016,KIA_RAY,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-22,기아 주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),아반떼(AVANTE),2019,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),싼타페(SANTAFE),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),쏘나타(SONATA),2022,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,현대자동차(주),스타리아 라운지 (STARIA LOUNGE),2022,HYU_STARIA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,쏘렌토,2018,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,쏘렌토,2018,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,쏘렌토 하이브리드,2024,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-23,기아 주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,카니발,2022,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,카니발 리무진,2023,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,K8 하이브리드,2024,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,K8 하이브리드,2023,KIA_K8,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-24,기아 주식회사,쏘렌토,2020,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,현대자동차(주),아반떼(AVANTE),2017,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,기아 주식회사,카니발,2018,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,기아 주식회사,K5,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,기아 주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-25,기아 주식회사,쏘렌토 하이브리드,2024,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),아반떼(AVANTE),2020,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),아반떼(AVANTE),2016,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),그랜저(GRANDEUR),2019,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),팰리세이드(PALISADE),2024,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),팰리세이드(PALISADE),2019,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2025,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),싼타페(SANTAFE),2024,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2021,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,K5 하이브리드,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,모닝,2009,KIA_MORNING,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,니로 하이브리드,2021,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,쏘렌토 하이브리드,2022,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,쏘렌토 하이브리드,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-28,기아 주식회사,스포티지,2023,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-29,현대자동차(주),아반떼(AVANTE),2018,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2024-10-29,현대자동차(주),아반떼(AVANTE),2017,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
