model_key,manufacturer_std,model_std,generation_name,source_type,alias_name,alias_normalized,match_status,review_note,manufacturer_support_url
KIA_SELTOS,기아,셀토스,,DEFECT,셀토스,셀토스,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SPORTAGE,기아,스포티지,,DEFECT,스포티지,스포티지,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SPORTAGE,기아,스포티지,,DEFECT,스포티지 하이브리드,스포티지 하이브리드,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SORENTO,기아,쏘렌토,,DEFECT,쏘렌토,쏘렌토,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SORENTO,기아,쏘렌토,,DEFECT,쏘렌토 GL,쏘렌토 gl,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SORENTO,기아,쏘렌토,,DEFECT,쏘렌토 GLS,쏘렌토 gls,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_SORENTO,기아,쏘렌토,,DEFECT,쏘렌토 하이브리드,쏘렌토 하이브리드,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,그랜드 카니발,그랜드 카니발,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,그랜드 카니발 리무진,그랜드 카니발 리무진,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,그랜드카니발,그랜드카니발,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,그랜드카니발 리무진,그랜드카니발 리무진,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,카니발,카니발,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,카니발 리무진,카니발 리무진,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,카니발 아웃도어,카니발 아웃도어,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,카니발 하이리무진,카니발 하이리무진,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_CARNIVAL,기아,카니발,,DEFECT,카니발 하이브리드,카니발 하이브리드,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
HYU_GRAND_STAREX,현대자동차,그랜드 스타렉스,,DEFECT,그랜드 스타렉스(GRAND STAREX),그랜드 스타렉스 grand starex,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRAND_STAREX,현대자동차,그랜드 스타렉스,,DEFECT,그랜드스타렉스(GRAND STAREX),그랜드스타렉스 grand starex,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저,그랜저,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저(GRANDEUR),그랜저 grandeur,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저(GRANDEUR) 하이브리드,그랜저 grandeur 하이브리드,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저 하이브리드,그랜저 하이브리드,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저 하이브리드 (GRANDEUR HYBRID),그랜저 하이브리드 grandeur hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_GRANDEUR,현대자동차,그랜저,,DEFECT,그랜저 하이브리드(GRANDEUR HYBRID),그랜저 하이브리드 grandeur hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_STARIA,현대자동차,스타리아,,DEFECT,스타리아 HYBRID (STARIA HYBRID),스타리아 hybrid staria hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_STARIA,현대자동차,스타리아,,DEFECT,스타리아 (STARIA),스타리아 staria,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_STARIA,현대자동차,스타리아,,DEFECT,스타리아(US),스타리아 us,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_STARIA,현대자동차,스타리아,,DEFECT,스타리아 라운지 HYBRID (STARIA LOUNGE HYBRID),스타리아 라운지 hybrid staria lounge hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_STARIA,현대자동차,스타리아,,DEFECT,스타리아 라운지 (STARIA LOUNGE),스타리아 라운지 staria lounge,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SANTAFE,현대자동차,싼타페,,DEFECT,싼타페,싼타페,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SANTAFE,현대자동차,싼타페,,DEFECT,싼타페(SANTAFE),싼타페 santafe,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SANTAFE,현대자동차,싼타페,,DEFECT,싼타페 하이브리드(SANTAFE HYBRID),싼타페 하이브리드 santafe hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타,쏘나타,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 N 라인 (SONATA N Line),쏘나타 n 라인 sonata n line,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 (SONATA),쏘나타 sonata,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타(SONATA),쏘나타 sonata,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 (SONATA) 하이브리드,쏘나타 sonata 하이브리드,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타(SONATA) 하이브리드,쏘나타 sonata 하이브리드,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 하이브리드 (SONATA HYBRID),쏘나타 하이브리드 sonata hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 하이브리드 (SONATA Hybrid),쏘나타 하이브리드 sonata hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_SONATA,현대자동차,쏘나타,,DEFECT,쏘나타 하이브리드(SONATA HYBRID),쏘나타 하이브리드 sonata hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,뉴아반떼XD(NEW AVANTE XD),뉴아반떼xd new avante xd,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 (AVANTE),아반떼 avante,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼(AVANTE),아반떼 avante,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 Hybrid(AVANTE Hybrid),아반떼 hybrid avante hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 Hybrid N Line (AVANTE Hybrid N Line),아반떼 hybrid n line avante hybrid n line,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 N (AVANTE N),아반떼 n avante n,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 N(AVANTE N),아반떼 n avante n,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 N 라인 (AVANTE N Line),아반떼 n 라인 avante n line,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 N 라인(AVANTE N Line),아반떼 n 라인 avante n line,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 스포츠(AVANTE SPORT),아반떼 스포츠 avante sport,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 쿠페 (AVANTE COUPE),아반떼 쿠페 avante coupe,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_AVANTE,현대자동차,아반떼,,DEFECT,아반떼 하이브리드(AVANTE HYBRID),아반떼 하이브리드 avante hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_IONIQ5,현대자동차,아이오닉 5,,DEFECT,아이오닉5 (IONIQ5),아이오닉5 ioniq5,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_IONIQ5,현대자동차,아이오닉 5,,DEFECT,아이오닉5(IONIQ5),아이오닉5 ioniq5,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_IONIQ5,현대자동차,아이오닉 5,,DEFECT,아이오닉5 N(IONIQ5 N),아이오닉5 n ioniq5 n,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_IONIQ6,현대자동차,아이오닉 6,,DEFECT,아이오닉6 (IONIQ6),아이오닉6 ioniq6,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_CASPER,현대자동차,캐스퍼,,DEFECT,캐스퍼(CASPER),캐스퍼 casper,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_CASPER,현대자동차,캐스퍼,,DEFECT,캐스퍼 일렉트릭(CASPER ELECTRIC),캐스퍼 일렉트릭 casper electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_CASPER,현대자동차,캐스퍼,,DEFECT,캐스퍼 일렉트릭(CASPER Electric),캐스퍼 일렉트릭 casper electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_KONA,현대자동차,코나,,DEFECT,코나(KONA),코나 kona,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_KONA,현대자동차,코나,,DEFECT,코나 N(KONA N),코나 n kona n,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_KONA,현대자동차,코나,,DEFECT,코나 일렉트릭 (KONA ELECTRIC),코나 일렉트릭 kona electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_KONA,현대자동차,코나,,DEFECT,코나 일렉트릭(KONA Electric),코나 일렉트릭 kona electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_KONA,현대자동차,코나,,DEFECT,코나 하이브리드(KONA HYBRID),코나 하이브리드 kona hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_TUCSON,현대자동차,투싼,,DEFECT,투싼,투싼,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_TUCSON,현대자동차,투싼,,DEFECT,투싼(TUCSON),투싼 tucson,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_TUCSON,현대자동차,투싼,,DEFECT,투싼(TUCSON) 수소연료전지,투싼 tucson 수소연료전지,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_TUCSON,현대자동차,투싼,,DEFECT,투싼 하이브리드(TUCSON HYBRID),투싼 하이브리드 tucson hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PALISADE,현대자동차,팰리세이드,,DEFECT,팰리세이드,팰리세이드,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PALISADE,현대자동차,팰리세이드,,DEFECT,팰리세이드(PALISADE),팰리세이드 palisade,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PALISADE,현대자동차,팰리세이드,,DEFECT,팰리세이드(Palisade),팰리세이드 palisade,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PALISADE,현대자동차,팰리세이드,,DEFECT,팰리세이드 하이브리드(PALISADE HYBRID),팰리세이드 하이브리드 palisade hybrid,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터,포터,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ (PORTERⅡ),포터ii porterii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ(PORTERⅡ),포터ii porterii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),포터ii 일렉트릭 porterii electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ 일렉트릭 내장탑(PORTERⅡ ELECTRIC),포터ii 일렉트릭 내장탑 porterii electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ 일렉트릭 윙바디 (PORTERⅡ ELECTRIC),포터ii 일렉트릭 윙바디 porterii electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ 일렉트릭 파워게이트 (PORTERⅡ ELECTRIC),포터ii 일렉트릭 파워게이트 porterii electric,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ내장탑차 (PORTER Ⅱ),포터ii내장탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ냉동탑차 (PORTER Ⅱ),포터ii냉동탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ냉장탑차 (PORTER Ⅱ),포터ii냉장탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ시티밴 (PORTER Ⅱ),포터ii시티밴 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ윙바디 (PORTER Ⅱ),포터ii윙바디 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ저상냉동탑차 (PORTER Ⅱ),포터ii저상냉동탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ전동식윙바디 (PORTER Ⅱ),포터ii전동식윙바디 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ트랜스파워게이트 (PORTER Ⅱ),포터ii트랜스파워게이트 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ파워게이트 (PORTER Ⅱ),포터ii파워게이트 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ하이내장탑차 (PORTER Ⅱ),포터ii하이내장탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
HYU_PORTER,현대자동차,포터,,DEFECT,포터Ⅱ하이냉동탑차 (PORTER Ⅱ),포터ii하이냉동탑차 porter ii,검증완료,원천 차명 직접 대조,https://www.hyundai.com/kr/ko/e/customer/center
KIA_EV3,기아,EV3,,REC,EV3,ev3,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_EV6,기아,EV6,CV,REC,EV6 (CV),ev6 cv,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_EV6,기아,EV6,CV,REC,EV6(CV),ev6 cv,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K3,기아,K3,BD,REC,K3(BD),k3 bd,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K3,기아,K3,BD,REC,K3 (BD PE),k3 bd pe,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K3,기아,K3,YDPE,REC,K3(YDPE),k3 ydpe,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,DL3,REC,K5 (DL3),k5 dl3,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,DL3,REC,K5(DL3),k5 dl3,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,DL3,REC,K5 (DL3 PE),k5 dl3 pe,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,TF,REC,K5(TF),k5 tf,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,TF,REC,K5(TF HEV),k5 tf hev,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,TF,REC,K5 하이브리드(TF HEV),k5 하이브리드 tf hev,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,JF,REC,K5플러그인하이브리드 (JF PHEV),k5플러그인하이브리드 jf phev,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K5,기아,K5,JF,REC,K5하이브리드 (JF HEV),k5하이브리드 jf hev,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K7,기아,K7,VG,REC,K7(VG),k7 vg,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K7,기아,K7,YG,REC,K7(YG),k7 yg,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_K8,기아,K8,GL3,REC,K8 (GL3),k8 gl3,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_NIRO,기아,니로,DE,REC,니로(DE),니로 de,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
KIA_NIRO,기아,니로,DE,REC,니로 EV(DE EV),니로 ev de ev,검증완료,원천 차명 직접 대조,https://www.kia.com/kr/customer-service/center/default
