"접수일자","제작사","차명","모델년도"
"2020-10-30","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2015"
"2020-10-29","기아자동차(주)","K7","2020"
"2020-10-30","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-29","기아자동차(주)","니로 하이브리드","2020"
"2020-10-28","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","기아자동차(주)","K7","2020"
"2020-10-29","한국지엠(주)","스파크 1.0","2016"
"2020-10-29","현대자동차(주)","투싼(TUCSON)","2013"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-29","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI Blue Motion","2015"
"2020-10-29","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-29","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-29","르노삼성자동차(주)","XM3","2020"
"2020-10-28","현대자동차(주)","i40","2012"
"2020-10-28","한국지엠(주)","라세티 1.8 DOHC","2010"
"2020-10-29","현대자동차(주)","싼타페(SANTAFE)","2018"
"2020-10-28","현대자동차(주)","투싼(TUCSON)","2011"
"2020-10-28","기아자동차(주)","포르테","2011"
"2020-10-27","현대자동차(주)","GV80","2020"
"2020-10-28","(주)재규어랜드로버코리아","디스커버리 스포츠 2.0D","2016"
"2020-10-28","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-28","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-28","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-27","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-28","한국지엠(주)","말리부 2.4 DOHC","2015"
"2020-10-27","현대자동차(주)","그랜저(GRANDEUR)","2018"
"2020-10-29","한국지엠(주)","스파크 1.0","2016"
"2020-10-27","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-27","기아자동차(주)","K7 하이브리드","2020"
"2020-10-28","메르세데스벤츠코리아(주)","C200 CGI","2012"
"2020-10-27","기아자동차(주)","K7","2017"
"2020-10-28","르노삼성자동차(주)","SM6","2016"
"2020-10-29","한국지엠(주)","스파크 1.0","2016"
"2020-10-28","(주)재규어랜드로버코리아","디스커버리4 3.0D","2016"
"2020-10-27","현대자동차(주)","그랜저(GRANDEUR)","2017"
"2020-10-27","현대자동차(주)","투싼(TUCSON)","2017"
"2020-10-28","(주)재규어랜드로버코리아","디스커버리 스포츠 2.0D","2016"
"2020-10-29","한국지엠(주)","스파크 1.0","2016"
"2020-10-27","현대자동차(주)","그랜저(GRANDEUR)","2011"
"2020-10-28","한국지엠(주)","말리부 2.4 DOHC","2015"
"2020-10-27","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-29","한국지엠(주)","스파크 1.0","2016"
"2020-10-28","르노삼성자동차(주)","SM3","2010"
"2020-10-28","(주)재규어랜드로버코리아","재규어 XE 2.0D","2016"
"2020-10-28","(주)재규어랜드로버코리아","디스커버리 스포츠 2.0D","2016"
"2020-10-27","기아자동차(주)","K3","2016"
"2020-10-28","한불모터스(주)","Peugeot 5008 1.5 BlueHDi","2019"
"2020-10-27","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","비엠더블유코리아(주)","BMW X1 xDrive20d","2012"
"2020-10-27","기아자동차(주)","K5","2020"
"2020-10-27","메르세데스벤츠코리아(주)","C200 CGI","2012"
"2020-10-27","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-28","르노삼성자동차(주)","XM3","2020"
"2020-10-27","기아자동차(주)","쏘렌토","2020"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","현대자동차(주)","쏘나타(SONATA)","2020"
"2020-10-27","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-27","기아자동차(주)","카렌스","2017"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-27","르노삼성자동차(주)","QM6","2020"
"2020-10-27","르노삼성자동차(주)","SM3","2015"
"2020-10-27","메르세데스벤츠코리아(주)","C200 CGI","2012"
"2020-10-28","현대자동차(주)","그랜저(GRANDEUR)","2014"
"2020-10-27","현대자동차(주)","그랜저(GRANDEUR)","2012"
"2020-10-26","현대자동차(주)","그랜저(GRANDEUR)","2012"
"2020-10-27","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI Blue Motion","2014"
"2020-10-26","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-26","한불모터스(주)","푸조 508SW 2.0 HDi","2016"
"2020-10-26","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-26","기아자동차(주)","K7","2013"
"2020-10-26","비엠더블유코리아(주)","BMW 730i","2007"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","기아자동차(주)","K5","2011"
"2020-10-26","아우디폭스바겐코리아(주)","A6 45 TDI quattro","2020"
"2020-10-26","현대자동차(주)","싼타페(SANTAFE)","2021"
"2020-10-26","한국쓰리축공업(주)","한쓰6.5톤극플러스트럭","2017"
"2020-10-23","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-23","르노삼성자동차(주)","QM6","2020"
"2020-10-26","현대자동차(주)","투싼(TUCSON)","2017"
"2020-10-23","아우디폭스바겐코리아(주)","Jetta 2.0 TDI","2012"
"2020-10-26","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","한국지엠(주)","캡티바 2.0D 디젤","2013"
"2020-10-26","한국지엠(주)","말리부 2.0 DOHC","2013"
"2020-10-23","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-26","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-23","현대자동차(주)","유니버스(UNIVERSE)","2012"
"2020-10-26","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-26","르노삼성자동차(주)","SM3","2014"
"2020-10-23","르노삼성자동차(주)","XM3","2020"
"2020-10-23","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-26","한국지엠(주)","올란도 2.0 디젤","2012"
"2020-10-26","한국지엠(주)","아베오 1.6 DOHC","2012"
"2020-10-22","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-22","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-22","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-23","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-22","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-23","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-22","현대자동차(주)","i40","2012"
"2020-10-23","한불모터스(주)","푸조 508 1.6 e-HDi","2016"
"2020-10-23","현대자동차(주)","i40","2012"
"2020-10-23","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-23","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI Blue Motion","2015"
"2020-10-23","한국지엠(주)","올란도 2.0 LPG","2013"
"2020-10-23","기아자동차(주)","K5","2011"
"2020-10-22","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-26","기아자동차(주)","스포티지","2016"
"2020-10-22","기아자동차(주)","레이","2016"
"2020-10-22","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 3.6","2016"
"2020-10-22","메르세데스벤츠코리아(주)","C200","2015"
"2020-10-22","현대자동차(주)","쏘나타(SONATA)","2021"
"2020-10-22","쌍용자동차(주)","코란도","2019"
"2020-10-22","한국지엠(주)","말리부 2.0 DOHC","2013"
"2020-10-22","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-21","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-22","기아자동차(주)","K5","2011"
"2020-10-21","자일대우상용차주식회사","BX212","2020"
"2020-10-21","(주)재규어랜드로버코리아","레인지로버 스포츠 SDV6","2020"
"2020-10-21","메르세데스벤츠코리아(주)","CLS400 d 4Matic","2019"
"2020-10-21","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-23","기아자동차(주)","쏘렌토","2016"
"2020-10-21","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2011"
"2020-10-21","주식회사 와코","2K2","2020"
"2020-10-21","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-21","기아자동차(주)","카니발","2018"
"2020-10-22","기아자동차(주)","스토닉","2018"
"2020-10-21","르노삼성자동차(주)","SM6","2019"
"2020-10-22","한국지엠(주)","라세티 1.6 DOHC","2009"
"2020-10-21","비엠더블유코리아(주)","BMW 520d xDrive Luxury","2019"
"2020-10-22","(주)볼보자동차코리아","볼보 S60T5","2020"
"2020-10-23","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-22","현대자동차(주)","그랜저(GRANDEUR)","2015"
"2020-10-22","포드세일즈서비스코리아(유)","익스플로러","2014"
"2020-10-22","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-22","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-21","아우디폭스바겐코리아(주)","EOS 2.0 TSI","2009"
"2020-10-21","현대자동차(주)","코나 하이브리드(KONA HYBRID)","2020"
"2020-10-21","비엠더블유코리아(주)","BMW 528i","2013"
"2020-10-20","한국지엠(주)","말리부 2.0 DOHC","2015"
"2020-10-20","크라이슬러코리아(주)","짚 체로키 2.4","2017"
"2020-10-21","비엠더블유코리아(주)","BMW 520d","2014"
"2020-10-20","기아자동차(주)","K7","2013"
"2020-10-20","현대자동차(주)","그랜드 스타렉스(GRAND STAREX)","2020"
"2020-10-21","아우디폭스바겐코리아(주)","Q7 45 TDI quattro","2016"
"2020-10-21","비엠더블유코리아(주)","BMW 530e iPerformance Luxury","2020"
"2020-10-22","(주)볼보자동차코리아","볼보 XC40T4 AWD","2020"
"2020-10-22","비엠더블유코리아(주)","BMW 520d xDrive","2017"
"2020-10-21","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI Blue Motion","2015"
"2020-10-21","기아자동차(주)","K7","2011"
"2020-10-21","르노삼성자동차(주)","SM6","2016"
"2020-10-21","르노삼성자동차(주)","QM6","2019"
"2020-10-21","기아자동차(주)","카렌스","2007"
"2020-10-21","기아자동차(주)","카렌스","2007"
"2020-10-20","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-20","아우디폭스바겐코리아(주)","Golf 2.0 TDI BMT","2014"
"2020-10-20","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2020"
"2020-10-20","현대자동차(주)","맥스크루즈 (MAXCRUZ)","2015"
"2020-10-19","현대자동차(주)","포터Ⅱ (PORTERⅡ)","2017"
"2020-10-19","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-20","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-19","르노삼성자동차(주)","SM3 Z.E.","2019"
"2020-10-21","기아자동차(주)","쏘렌토","2019"
"2020-10-20","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-19","메르세데스벤츠코리아(주)","E300","2019"
"2020-10-20","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-20","현대자동차(주)","G80","2021"
"2020-10-20","(주)재규어랜드로버코리아","재규어 XF 3.0D","2011"
"2020-10-19","현대자동차(주)","아반떼(AVANTE)","2021"
"2020-10-19","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-19","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2010"
"2020-10-20","르노삼성자동차(주)","XM3","2020"
"2020-10-19","르노삼성자동차(주)","QM6","2017"
"2020-10-19","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-20","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-20","르노삼성자동차(주)","XM3","2020"
"2020-10-19","기아자동차(주)","K5","2019"
"2020-10-20","기아자동차(주)","K5","2012"
"2020-10-19","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-19","메르세데스벤츠코리아(주)","CLA200 CDI","2014"
"2020-10-19","기아자동차(주)","쏘렌토","2019"
"2020-10-19","기아자동차(주)","K7","2013"
"2020-10-19","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2010"
"2020-10-19","현대자동차(주)","아반떼(AVANTE)","2019"
"2020-10-19","르노삼성자동차(주)","SM7","2017"
"2020-10-19","르노삼성자동차(주)","SM6","2016"
"2020-10-19","기아자동차(주)","스토닉","2018"
"2020-10-19","지엠대우오토앤테크놀로지(주)","CHEVROLET EQUINOX FWD","2019"
"2020-10-16","르노삼성자동차(주)","TWIZY","2020"
"2020-10-19","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-16","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2020"
"2020-10-16","비엠더블유코리아(주)","BMW 320d","2014"
"2020-10-19","르노삼성자동차(주)","QM6","2020"
"2020-10-19","아우디폭스바겐코리아(주)","Passat 1.8 TSI","2016"
"2020-10-19","아우디폭스바겐코리아(주)","Golf 1.6 TDI BMT","2015"
"2020-10-19","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-19","기아자동차(주)","K5","2020"
"2020-10-19","현대자동차(주)","G80","2017"
"2020-10-16","기아자동차(주)","니로 하이브리드","2020"
"2020-10-19","현대자동차(주)","G80","2021"
"2020-10-19","크라이슬러코리아(주)","짚 체로키 2.4 FWD","2020"
"2020-10-16","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-19","기아자동차(주)","카렌스","2014"
"2020-10-19","비엠더블유코리아(주)","BMW i8 Roadster","2019"
"2020-10-19","르노삼성자동차(주)","SM6","2019"
"2020-10-16","현대자동차(주)","엑센트 (ACCENT)","2019"
"2020-10-16","현대자동차(주)","그랜저(GRANDEUR)","2020"
"2020-10-16","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-15","주식회사 와코","2K2","2019"
"2020-10-16","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2014"
"2020-10-15","기아자동차(주)","니로 하이브리드","2020"
"2020-10-16","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-16","한국지엠(주)","올란도 2.0 LPG","2014"
"2020-10-16","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-15","현대자동차(주)","쏘나타(SONATA)","2020"
"2020-10-16","아우디폭스바겐코리아(주)","Golf GTD","2012"
"2020-10-16","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-15","현대자동차(주)","싼타페(SANTAFE)","2020"
"2020-10-15","현대자동차(주)","그랜드 스타렉스(GRAND STAREX)","2012"
"2020-10-16","한국지엠(주)","말리부 1.5 TURBO","2018"
"2020-10-15","기아자동차(주)","니로 하이브리드","2020"
"2020-10-16","현대자동차(주)","투싼(TUCSON)","2019"
"2020-10-15","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-15","크라이슬러코리아(주)","짚 체로키 2.4 AWD","2020"
"2020-10-16","비엠더블유코리아(주)","BMW 320d Gran Turismo","2014"
"2020-10-15","기아자동차(주)","카니발","2015"
"2020-10-15","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-15","한국지엠(주)","크루즈 2.0 디젤","2014"
"2020-10-15","메르세데스벤츠코리아(주)","E250 BlueTEC 4Matic","2015"
"2020-10-15","포드세일즈서비스코리아(유)","Mustang 2.3 Convertible","2020"
"2020-10-15","현대자동차(주)","쏘나타(SONATA)","2016"
"2020-10-15","기아자동차(주)","K9","2013"
"2020-10-16","기아자동차(주)","K5","2014"
"2020-10-15","기아자동차(주)","K5","2013"
"2020-10-15","기아자동차(주)","스포티지","2016"
"2020-10-15","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-15","기아자동차(주)","K7","2020"
"2020-10-14","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-15","아우디폭스바겐코리아(주)","TT Roadster 45 TFSI quattro","2016"
"2020-10-15","르노삼성자동차(주)","QM6","2017"
"2020-10-14","현대자동차(주)","아반떼(AVANTE)","2018"
"2020-10-13","기아자동차(주)","스토닉","2019"
"2020-10-14","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2012"
"2020-10-15","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2014"
"2020-10-14","메르세데스벤츠코리아(주)","C200","2017"
"2020-10-14","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-14","아우디폭스바겐코리아(주)","Golf 2.0 TDI BMT","2016"
"2020-10-14","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-14","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2012"
"2020-10-15","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-14","르노삼성자동차(주)","SM6","2017"
"2020-10-14","메르세데스벤츠코리아(주)","E300","2011"
"2020-10-14","아우디폭스바겐코리아(주)","Passat 2.5","2013"
"2020-10-14","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2014"
"2020-10-14","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-14","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI BMT","2016"
"2020-10-14","비엠더블유코리아(주)","BMW 1 Series Urban","2015"
"2020-10-15","현대자동차(주)","i30","2019"
"2020-10-14","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-14","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-13","한국지엠(주)","올란도 1.6 디젤","2018"
"2020-10-14","기아자동차(주)","카렌스","2014"
"2020-10-12","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-13","기아자동차(주)","카니발","2015"
"2020-10-13","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2013"
"2020-10-13","르노삼성자동차(주)","QM3","2019"
"2020-10-13","기아자동차(주)","K7","2013"
"2020-10-13","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2010"
"2020-10-12","기아자동차(주)","쏘렌토","2021"
"2020-10-14","기아자동차(주)","스토닉","2018"
"2020-10-13","메르세데스벤츠코리아(주)","GLK220 CDI 4Matic","2015"
"2020-10-13","한국지엠(주)","말리부 2.0 DOHC","2012"
"2020-10-14","기아자동차(주)","스토닉","2018"
"2020-10-14","기아자동차(주)","K5","2018"
"2020-10-13","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-14","한국닛산(주)","ALTIMA 2.5","2016"
"2020-10-14","기아자동차(주)","카니발 리무진","2021"
"2020-10-13","지엠대우오토앤테크놀로지(주)","CHEVROLET BOLT EV","2018"
"2020-10-13","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-13","르노삼성자동차(주)","SM7","2012"
"2020-10-13","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-13","기아자동차(주)","K7","2012"
"2020-10-13","한국지엠(주)","말리부 2.0 DOHC","2012"
"2020-10-13","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-13","기아자동차(주)","K5","2011"
"2020-10-14","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-13","한국지엠(주)","라세티 1.6 DOHC","2009"
"2020-10-13","르노삼성자동차(주)","XM3","2020"
"2020-10-13","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-14","한불모터스(주)","DS7 Crossback 2.0 BlueHDi","2019"
"2020-10-13","한국지엠(주)","올란도 2.0 디젤","2012"
"2020-10-13","현대자동차(주)","투싼(TUCSON)","2018"
"2020-10-13","기아자동차(주)","스팅어","2018"
"2020-10-13","르노삼성자동차(주)","SM6","2016"
"2020-10-13","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-14","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-13","한국지엠(주)","올란도 1.6 디젤","2016"
"2020-10-13","르노삼성자동차(주)","SM3","2010"
"2020-10-12","한국지엠(주)","말리부 1.5 TURBO","2017"
"2020-10-13","아우디폭스바겐코리아(주)","Golf 2.0 TDI BMT","2015"
"2020-10-12","현대자동차(주)","그랜저(GRANDEUR)","2011"
"2020-10-13","한국지엠(주)","올란도 2.0 디젤","2012"
"2020-10-12","메르세데스벤츠코리아(주)","C220 CDI","2013"
"2020-10-12","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-12","아우디폭스바겐코리아(주)","TT Roadster 45 TFSI quattro","2016"
"2020-10-12","현대자동차(주)","투싼(TUCSON)","2016"
"2020-10-13","아우디폭스바겐코리아(주)","Golf 2.0 TDI BMT","2015"
"2020-10-12","기아자동차(주)","카니발 리무진","2021"
"2020-10-12","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2016"
"2020-10-12","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2011"
"2020-10-12","르노삼성자동차(주)","QM6","2017"
"2020-10-12","비엠더블유코리아(주)","BMW 320d ED","2012"
"2020-10-08","혼다코리아(주)","ACCORD 2.4","2017"
"2020-10-12","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI BMT","2016"
"2020-10-12","지엠대우오토앤테크놀로지(주)","CHEVROLET BOLT EV","2018"
"2020-10-08","기아자동차(주)","쏘렌토 하이브리드","2021"
"2020-10-12","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-13","아우디폭스바겐코리아(주)","TT Roadster 45 TFSI quattro","2016"
"2020-10-12","아우디폭스바겐코리아(주)","Golf 2.0 TDI BMT","2015"
"2020-10-12","아우디폭스바겐코리아(주)","Tiguan 2.0 TDI Blue Motion","2015"
"2020-10-12","혼다코리아(주)","ACCORD 2.4","2014"
"2020-10-12","비엠더블유코리아(주)","BMW X1 xDrive20d xLine","2019"
"2020-10-12","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-12","메르세데스벤츠코리아(주)","E200 CGI","2013"
"2020-10-08","한국지엠(주)","올란도 2.0 LPG","2014"
"2020-10-12","한불모터스(주)","Peugeot 3008 1.6 Blue-HDi","2017"
"2020-10-13","혼다코리아(주)","ACCORD 2.4","2017"
"2020-10-12","현대자동차(주)","G80","2021"
"2020-10-08","기아자동차(주)","카니발 리무진","2021"
"2020-10-08","기아자동차(주)","모하비","2020"
"2020-10-08","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-07","현대자동차(주)","팰리세이드(PALISADE)","2020"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-08","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-08","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-08","현대자동차(주)","쏘나타(SONATA)","2021"
"2020-10-08","르노삼성자동차(주)","SM6","2021"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-07","기아자동차(주)","카니발 리무진","2021"
"2020-10-07","한국지엠(주)","스파크 1.0 DOHC","2015"
"2020-10-07","기아자동차(주)","카니발","2021"
"2020-10-08","르노삼성자동차(주)","SM6","2016"
"2020-10-12","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-07","기아자동차(주)","모하비","2020"
"2020-10-08","현대자동차(주)","아반떼 하이브리드(AVANTE HYBRID)","2010"
"2020-10-08","아우디폭스바겐코리아(주)","TT Roadster 45 TFSI quattro","2016"
"2020-10-12","비엠더블유코리아(주)","BMW X5 xDrive30d","2011"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2020"
"2020-10-08","기아자동차(주)","쏘울 전기차","2019"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-07","현대자동차(주)","팰리세이드(PALISADE)","2021"
"2020-10-07","기아자동차(주)","카니발","2021"
"2020-10-08","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-07","르노삼성자동차(주)","QM6","2020"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-08","한국지엠(주)","말리부 2.0 DOHC","2013"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2020"
"2020-10-08","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","기아자동차(주)","니로 EV","2019"
"2020-10-08","크라이슬러코리아(주)","짚랭글러 3.6 루비콘","2016"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-06","르노삼성자동차(주)","SM6","2016"
"2020-10-08","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-06","아우디폭스바겐코리아(주)","A6 35 TDI quattro","2018"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2020"
"2020-10-06","기아자동차(주)","카니발","2019"
"2020-10-12","르노삼성자동차(주)","QM6","2020"
"2020-10-12","기아자동차(주)","카렌스","2017"
"2020-10-08","현대자동차(주)","코나 일렉트릭 (KONA ELECTRIC)","2019"
"2020-10-06","아우디폭스바겐코리아(주)","Passat 2.0 TSI","2018"
"2020-10-08","기아자동차(주)","카렌스","2015"
"2020-10-08","기아자동차(주)","니로 EV","2019"
"2020-10-08","기아자동차(주)","니로 하이브리드","2018"
"2020-10-08","지엠대우오토앤테크놀로지(주)","CHEVROLET IMPALA 2.5","2018"
"2020-10-08","기아자동차(주)","카렌스","2015"
"2020-10-06","현대자동차(주)","쏘나타(SONATA)","2020"
"2020-10-08","아우디폭스바겐코리아(주)","Jetta 1.6 TDI Blue Motion","2014"
"2020-10-08","르노삼성자동차(주)","QM6","2020"
"2020-10-08","크라이슬러코리아(주)","짚 레니게이드 2.4","2018"
"2020-10-08","기아자동차(주)","K5","2012"
"2020-10-08","현대자동차(주)","싼타페(SANTAFE)","2019"
