접수일자,제작사,차명,모델년도
2024-01-02,기아 주식회사,카니발 리무진,2018
2024-01-02,한국지엠주식회사,올란도 2.0 LPG,2013
2024-01-02,현대자동차(주),아이오닉5(IONIQ5),2022
2024-01-02,현대자동차(주),아이오닉5 (IONIQ5),2024
2024-01-02,현대자동차(주),아반떼(AVANTE),2016
2024-01-02,기아 주식회사,쏘렌토 하이브리드,2024
2024-01-02,기아 주식회사,쏘렌토 하이브리드,2024
2024-01-02,현대자동차(주),쏘나타 하이브리드 (SONATA Hybrid),2024
2024-01-02,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-02,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-02,메리트특장차주식회사,메리트8.5톤트럭,2024
2024-01-02,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-02,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-02,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-02,현대자동차(주),그랜저(GRANDEUR),2017
2024-01-02,현대자동차(주),그랜저(GRANDEUR),2013
2024-01-02,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023
2024-01-02,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI 4Motion,2018
2024-01-02,르노코리아(주),SM6,2016
2024-01-02,폭스바겐그룹코리아 주식회사,Q4 Sportback 40 e-tron,2023
2024-01-02,테슬라코리아 유한회사,Model 3 Performance,2020
2024-01-02,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-02,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC SUV,2023
2024-01-02,기아 주식회사,K7,2015
2024-01-02,기아 주식회사,K5,2021
2024-01-02,현대자동차(주),GV80 쿠페(GV80 Coupe),2024
2024-01-02,한불모터스(주),Citroen Grand C4 Picasso 1.6 BlueHDi,2019
2024-01-02,메르세데스벤츠코리아(주),C220 d,2019
2024-01-02,비엠더블유코리아(주),BMW iX3 M Sport,2023
2024-01-02,비엠더블유코리아(주),BMW iX3 M Sport,2023
2024-01-02,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-02,한국닛산(주),ALTIMA 2.5,2017
2024-01-02,폭스바겐그룹코리아 주식회사,A7 55 TFSI quattro,2020
2024-01-03,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022
2024-01-03,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-03,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-03,한국지엠주식회사,올란도 2.0 LPG,2012
2024-01-03,현대자동차(주),아이오닉6 (IONIQ6),2023
2024-01-03,현대자동차(주),벨로스터(VELOSTER),2016
2024-01-03,현대자동차(주),벨로스터(VELOSTER),2012
2024-01-03,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-03,현대자동차(주),넥쏘 (NEXO) 수소전기차,2021
2024-01-03,현대자동차(주),그랜저(GRANDEUR),2018
2024-01-03,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-03,한불모터스(주),Peugeot e-2008 SUV,2021
2024-01-03,한불모터스(주),Peugeot 508 1.6 Blue-HDi,2016
2024-01-03,한불모터스(주),Peugeot 3008 1.6 Blue-HDi,2016
2024-01-03,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2017
2024-01-03,한불모터스(주),Peugeot 2008 1.6 BlueHDi,2016
2024-01-03,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2023
2024-01-03,기아 주식회사,K5 하이브리드,2023
2024-01-03,기아 주식회사,K3,2013
2024-01-03,현대자동차(주),GV70,2024
2024-01-03,비엠더블유코리아(주),BMW iX3 M Sport,2023
2024-01-03,비엠더블유코리아(주),BMW M340i,2021
2024-01-03,비엠더블유코리아(주),BMW 520d,2018
2024-01-03,폭스바겐그룹코리아 주식회사,Arteon 2.0TDI 4Motion,2022
2024-01-04,현대자동차(주),팰리세이드(PALISADE),2020
2024-01-04,케이지모빌리티 주식회사(KG Mobility Corp.),토레스 EVX,2024
2024-01-04,한국지엠주식회사,올란도 2.0 LPG,2013
2024-01-04,현대자동차(주),쏘나타(SONATA),2024
2024-01-04,현대자동차(주),쏘나타(SONATA),2024
2024-01-04,현대자동차(주),쏘나타 (SONATA),2010
2024-01-04,현대자동차(주),싼타페(SANTAFE),2023
2024-01-04,현대자동차(주),싼타페(SANTAFE),2019
2024-01-04,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-04,기아 주식회사,스포티지 하이브리드,2023
2024-01-04,현대자동차(주),벨로스터(VELOSTER),2014
2024-01-04,(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2016
2024-01-04,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-04,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-04,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-04,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-04,(주)재규어랜드로버코리아,디스커버리 SD6,2020
2024-01-04,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023
2024-01-04,현대자동차(주),넥쏘 (NEXO) 수소전기차,2019
2024-01-04,현대자동차(주),그랜저(GRANDEUR),2018
2024-01-04,폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2020
2024-01-04,한불모터스(주),Peugeot 3008 GT 2.0 BlueHDi,2020
2024-01-04,포드세일즈서비스코리아(유),Lincoln MKZ 2.0,2017
2024-01-04,포드세일즈서비스코리아(유),Lincoln MKZ 2.0,2017
2024-01-04,기아 주식회사,K5 하이브리드,2020
2024-01-04,기아 주식회사,K3,2013
2024-01-04,폭스바겐그룹코리아 주식회사,Jetta 1.4 TSI,2021
2024-01-04,현대자동차(주),G70,2020
2024-01-04,폭스바겐그룹코리아 주식회사,A4 35 TDI quattro,2015
2024-01-05,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),2021
2024-01-05,현대자동차(주),투싼(TUCSON),2016
2024-01-05,현대자동차(주),아이오닉6 (IONIQ6),2023
2024-01-05,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-05,한국지엠주식회사,말리부 2.0 TURBO,2017
2024-01-05,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-05,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-05,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-05,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-05,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023
2024-01-05,현대자동차(주),그랜저(GRANDEUR),2018
2024-01-05,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023
2024-01-05,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2023
2024-01-05,르노코리아(주),XM3,2020
2024-01-05,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-05,메르세데스벤츠코리아(주),SL400,2018
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz S400 d 4MATIC,2022
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC SUV,2023
2024-01-05,메르세데스벤츠코리아(주),Mercedes-Benz EQA250,2022
2024-01-05,기아 주식회사,K8 하이브리드,2022
2024-01-05,폭스바겐그룹코리아 주식회사,Jetta 2.0 TDI BMT,2015
2024-01-05,폭스바겐그룹코리아 주식회사,ID.4 Pro,2022
2024-01-05,폭스바겐그룹코리아 주식회사,ID.4 Pro,2022
2024-01-05,현대자동차(주),G70,2019
2024-01-05,기아 주식회사,EV9,2024
2024-01-05,포르쉐코리아 주식회사,911 카레라 4S,2021
2024-01-08,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-08,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-08,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-08,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-08,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2024
2024-01-08,기아 주식회사,카니발,2019
2024-01-08,한국지엠주식회사,올란도 2.0 LPG,2015
2024-01-08,한국지엠주식회사,올란도 2.0 LPG,2016
2024-01-08,현대자동차(주),아이오닉6 (IONIQ6),2023
2024-01-08,현대자동차(주),아이오닉5 (IONIQ5),2022
2024-01-08,현대자동차(주),아반떼(AVANTE),2024
2024-01-08,현대자동차(주),아반떼(AVANTE),2017
2024-01-08,현대자동차(주),아반떼(AVANTE),2016
2024-01-08,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-08,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-08,기아 주식회사,스포티지,2016
2024-01-08,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-08,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz EQB300 4MATIC,2023
2024-01-08,메르세데스벤츠코리아(주),Mercedes-Benz E220 d 4MATIC,2023
2024-01-08,기아 주식회사,K9,2014
2024-01-08,기아 주식회사,K8 하이브리드,2023
2024-01-08,기아 주식회사,K8 하이브리드,2023
2024-01-08,폭스바겐그룹코리아 주식회사,Golf 2.0 TDI BMT,2015
2024-01-08,현대자동차(주),GV70,2023
2024-01-08,메르세데스벤츠코리아(주),GLC300 4Matic Coupe,2019
2024-01-08,포드세일즈서비스코리아(유),Explorer 2.3 AWD,2016
2024-01-08,비엠더블유코리아(주),BMW 530i xDrive,2023
2024-01-08,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-08,포르쉐코리아 주식회사,911 카레라 S 카브리올레,2020
2024-01-09,케이지모빌리티 주식회사(KG Mobility Corp.),티볼리,2019
2024-01-09,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-09,기아 주식회사,쏘렌토 하이브리드,2023
2024-01-09,현대자동차(주),쏘나타(SONATA),2022
2024-01-09,현대자동차(주),쏘나타(SONATA),2024
2024-01-09,현대자동차(주),쏘나타 하이브리드 (SONATA Hybrid),2024
2024-01-09,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-09,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-09,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-09,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-09,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-09,이베코그룹코리아 유한회사,뉴 데일리,2021
2024-01-09,현대자동차(주),그랜저(GRANDEUR),2014
2024-01-09,현대자동차(주),그랜저(GRANDEUR),2023
2024-01-09,현대자동차(주),그랜저(GRANDEUR),2017
2024-01-09,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-09,르노코리아(주),SM5,2014
2024-01-09,르노코리아(주),QM3,2014
2024-01-09,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-09,메르세데스벤츠코리아(주),Mercedes-Benz E250,2023
2024-01-09,기아 주식회사,K5,2013
2024-01-09,현대자동차(주),GV60,2022
2024-01-10,현대자동차(주),투싼(TUCSON),2016
2024-01-10,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-10,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2020
2024-01-10,기아 주식회사,카니발 리무진,2021
2024-01-10,기아 주식회사,카니발 리무진,2021
2024-01-10,기아 주식회사,쏘렌토,2021
2024-01-10,현대자동차(주),쏘나타(SONATA),2017
2024-01-10,기아 주식회사,스포티지 하이브리드,2024
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-10,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-10,기아 주식회사,K7,2016
2024-01-10,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-11,현대자동차(주),투싼(TUCSON),2019
2024-01-11,현대자동차(주),투싼(TUCSON),2019
2024-01-11,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2023
2024-01-11,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2024
2024-01-11,기아 주식회사,카니발,2019
2024-01-11,현대자동차(주),쏘나타(SONATA),2020
2024-01-11,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-11,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-11,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-11,나르미모터스(주),나르미봉고3롱바디카고4륜,2022
2024-01-11,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-11,한불모터스(주),Peugeot 508 GT 2.0 BlueHDi,2019
2024-01-11,한불모터스(주),Peugeot 5008 GT 2.0 BlueHDi,2021
2024-01-11,테슬라코리아 유한회사,Model 3 Performance,2020
2024-01-11,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-11,포드세일즈서비스코리아(유),Explorer 2.3,2020
2024-01-12,한국상용트럭(주),한국상용5.5톤카고트럭,2024
2024-01-12,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-12,한국지엠주식회사,올란도 2.0 LPG,2015
2024-01-12,현대자동차(주),아반떼(AVANTE),2017
2024-01-12,기아 주식회사,쏘렌토,2021
2024-01-12,한국지엠주식회사,말리부 1.6 DIESEL,2019
2024-01-12,케이지모빌리티 주식회사(KG Mobility Corp.),렉스턴스포츠,2018
2024-01-12,(주)재규어랜드로버코리아,레인지로버 이보크 2.0D,2018
2024-01-12,기아 주식회사,레이,2023
2024-01-12,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-12,(주)재규어랜드로버코리아,디스커버리 SD4,2017
2024-01-12,90020025,V1,2023
2024-01-12,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-12,메르세데스벤츠코리아(주),Mercedes-Benz GLE450 4MATIC,2023
2024-01-12,메르세데스벤츠코리아(주),Mercedes-Benz EQS580 4MATIC SUV,2023
2024-01-12,메르세데스벤츠코리아(주),GLK220 CDI 4Matic,2010
2024-01-12,현대자동차(주),G90,2022
2024-01-12,비엠더블유코리아(주),BMW 520d xDrive,2016
2024-01-12,포르쉐코리아 주식회사,911 타르가 4S,2022
2024-01-15,기아 주식회사,포르테쿱,2011
2024-01-15,현대자동차(주),투싼(TUCSON),2020
2024-01-15,현대자동차(주),투싼(TUCSON),2016
2024-01-15,현대자동차(주),코나(KONA),2020
2024-01-15,현대자동차(주),아반떼(AVANTE),2018
2024-01-15,현대자동차(주),아반떼(AVANTE),2018
2024-01-15,현대자동차(주),아반떼(AVANTE),2017
2024-01-15,기아 주식회사,쏘렌토 하이브리드,2022
2024-01-15,기아 주식회사,쏘렌토,2021
2024-01-15,기아 주식회사,쏘렌토,2019
2024-01-15,기아 주식회사,쏘렌토,2019
2024-01-15,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-15,기아 주식회사,봉고Ⅲ 1톤,2022
2024-01-15,기아 주식회사,모닝,2017
2024-01-15,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2024-01-15,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-15,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2024-01-15,현대자동차(주),넥쏘 (NEXO) 수소전기차,2021
2024-01-15,현대자동차(주),넥쏘 (NEXO) 수소전기차,2020
2024-01-15,현대자동차(주),i40,2012
2024-01-15,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2024-01-15,메르세데스벤츠코리아(주),Mercedes-Benz EQS580 4MATIC SUV,2023
2024-01-15,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-15,기아 주식회사,K7,2017
2024-01-15,현대자동차(주),GV80,2024
2024-01-15,현대자동차(주),G80,2024
2024-01-15,포르쉐코리아 주식회사,911 카레라 4S,2021
2024-01-16,현대자동차(주),투싼(TUCSON),2016
2024-01-16,기아 주식회사,카니발,2021
2024-01-16,기아 주식회사,쏘렌토 하이브리드,2022
2024-01-16,기아 주식회사,쏘렌토,2018
2024-01-16,현대자동차(주),쏘나타(SONATA),2020
2024-01-16,기아 주식회사,니로 하이브리드,2017
2024-01-16,기아 주식회사,니로 하이브리드,2022
2024-01-16,현대자동차(주),그랜저(GRANDEUR),2019
2024-01-16,현대자동차(주),그랜저(GRANDEUR),2019
2024-01-16,폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2018
2024-01-16,르노코리아(주),SM5,2018
2024-01-16,메르세데스벤츠코리아(주),Mercedes-Benz S500 4MATIC,2023
2024-01-16,메르세데스벤츠코리아(주),Mercedes-Benz EQB300 4MATIC,2024
2024-01-16,포드세일즈서비스코리아(유),Lincoln MKX 2.7 AWD,2018
2024-01-16,기아 주식회사,K8 하이브리드,2022
2024-01-16,포드세일즈서비스코리아(유),Explorer 2.3 AWD,2018
2024-01-16,기아 주식회사,EV6,2022
2024-01-16,메르세데스벤츠코리아(주),E200 Coupe,2014
2024-01-16,비엠더블유코리아(주),BMW 530i xDrive,2018
2024-01-17,현대자동차(주),투싼(TUCSON),2024
2024-01-17,기아 주식회사,카니발,2020
2024-01-17,기아 주식회사,카니발,2020
2024-01-17,한국지엠주식회사,올란도 2.0 LPG,2014
2024-01-17,현대자동차(주),아반떼(AVANTE),2016
2024-01-17,기아 주식회사,쏘렌토 하이브리드,2021
2024-01-17,기아 주식회사,봉고Ⅲ 1톤,2024
2024-01-17,기아 주식회사,모하비,2022
2024-01-17,한국지엠주식회사,말리부 1.5 TURBO,2017
2024-01-17,케이지모빌리티 주식회사(KG Mobility Corp.),렉스턴스포츠,2023
2024-01-17,만트럭버스코리아(주),TGX,2023
2024-01-17,르노코리아(주),QM6,2021
2024-01-17,한불모터스(주),Peugeot 3008 1.5 BlueHDi,2019
2024-01-17,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-17,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-17,(유)기흥모터스,HARLEY-DAVIDSON FLHC,2018
2024-01-17,메르세데스벤츠코리아(주),E200 Coupe,2014
2024-01-17,메르세데스벤츠코리아(주),E200 Coupe,2014
2024-01-17,메르세데스벤츠코리아(주),CLS350,2012
2024-01-18,현대자동차(주),투싼(TUCSON),2016
2024-01-18,기아 주식회사,카니발,2021
2024-01-18,기아 주식회사,쏘렌토 하이브리드,2024
2024-01-18,현대자동차(주),쏘나타(SONATA) 하이브리드,2014
2024-01-18,현대자동차(주),쏘나타(SONATA) 하이브리드,2014
2024-01-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-18,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-18,기아 주식회사,스포티지,2018
2024-01-18,케이지모빌리티 주식회사(KG Mobility Corp.),렉스턴스포츠 쿨멘,2024
2024-01-18,(주)재규어랜드로버코리아,디스커버리 TD6,2017
2024-01-18,폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2018
2024-01-18,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-18,만트럭버스코리아(주),TGX,2023
2024-01-18,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 4MATIC,2020
2024-01-18,메르세데스벤츠코리아(주),Mercedes-Benz EQS450 4MATIC SUV,2023
2024-01-18,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC SUV,2023
2024-01-18,한국닛산(주),LEAF,2019
2024-01-18,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2024-01-18,메르세데스벤츠코리아(주),GLA220,2019
2024-01-18,비엠더블유코리아(주),BMW 530i xDrive,2018
2024-01-19,기아 주식회사,카니발,2023
2024-01-19,현대자동차(주),싼타페(SANTAFE),2014
2024-01-19,기아 주식회사,봉고Ⅲ EV 플러스내장차,2021
2024-01-19,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2024-01-19,만트럭버스코리아(주),TGX,2016
2024-01-19,르노코리아(주),SM5,2010
2024-01-19,한불모터스(주),Peugeot 308 2.0 Blue-HDi,2016
2024-01-19,메르세데스벤츠코리아(주),Mercedes-Benz S500 4MATIC,2021
2024-01-19,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 4MATIC,2020
2024-01-19,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-19,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC,2023
2024-01-19,기아 주식회사,K9,2022
2024-01-19,기아 주식회사,K7,2017
2024-01-19,한국지엠(주),CHEVROLET EQUINOX FWD,2018
2024-01-19,메르세데스벤츠코리아(주),C200,2016
2024-01-19,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-19,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-22,현대자동차(주),포터Ⅱ (PORTERⅡ),2023
2024-01-22,현대자동차(주),포터Ⅱ (PORTERⅡ),2015
2024-01-22,현대자동차(주),팰리세이드(PALISADE),2020
2024-01-22,현대자동차(주),투싼(TUCSON),2017
2024-01-22,현대자동차(주),아이오닉6 (IONIQ6),2023
2024-01-22,기아 주식회사,쏘렌토,2018
2024-01-22,현대자동차(주),쏘나타 하이브리드 (SONATA Hybrid),2024
2024-01-22,현대자동차(주),쏘나타 하이브리드 (SONATA Hybrid),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-22,(주)볼보자동차코리아,볼보 XC40 Recharge Twin,2023
2024-01-22,현대자동차(주),벨로스터(VELOSTER),2012
2024-01-22,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2024-01-22,만트럭버스코리아(주),TGX,2023
2024-01-22,르노코리아(주),QM3,2014
2024-01-22,메르세데스벤츠코리아(주),Mercedes-Benz GLC300 4MATIC,2023
2024-01-22,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-22,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC SUV,2023
2024-01-22,메르세데스벤츠코리아(주),Mercedes-Benz EQB300 4MATIC,2023
2024-01-22,기아 주식회사,K3,2013
2024-01-22,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2024-01-23,한국토요타자동차(주),토요타 RAV4 Hybrid AWD,2020
2024-01-23,한국지엠주식회사,토스카 2.0 DOHC,2010
2024-01-23,케이지모빌리티 주식회사(KG Mobility Corp.),토레스 EVX,2024
2024-01-23,케이지모빌리티 주식회사(KG Mobility Corp.),토레스,2023
2024-01-23,기아 주식회사,카니발,2021
2024-01-23,기아 주식회사,쏘렌토 하이브리드,2024
2024-01-23,현대자동차(주),쏘나타(SONATA),2024
2024-01-23,현대자동차(주),싼타페(SANTAFE),2014
2024-01-23,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-23,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-23,기아 주식회사,스포티지 하이브리드,2022
2024-01-23,기아 주식회사,스포티지 하이브리드,2023
2024-01-23,한국지엠주식회사,말리부 1.5 TURBO,2018
2024-01-23,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023
2024-01-23,현대자동차(주),그랜드스타렉스어린이버스(GRAND STAREX),2021
2024-01-23,90020025,V1,2023
2024-01-23,폭스바겐그룹코리아 주식회사,Touareg 3.0 TDI Blue Motion,2015
2024-01-23,폭스바겐그룹코리아 주식회사,Tiguan Allspace 2.0 TDI,2018
2024-01-23,르노코리아(주),SM5 LPLi,2013
2024-01-23,르노코리아(주),SM3,2016
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2016
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,혼다코리아(주),PILOT,2019
2024-01-23,메르세데스벤츠코리아(주),Mercedes-Benz EQE500 4MATIC SUV,2023
2024-01-23,메르세데스벤츠코리아(주),Mercedes-Benz EQE350 4MATIC SUV,2023
2024-01-23,자기인증면제차량,KIA SEDONA(그랜드카니발),2020
2024-01-23,현대자동차(주),GV60,2022
2024-01-24,한국지엠주식회사,트랙스 1.2 터보,2024
2024-01-24,현대자동차(주),투싼(TUCSON),2019
2024-01-24,한국토요타자동차(주),토요타 Avalon Hybrid,2022
2024-01-24,케이지모빌리티 주식회사(KG Mobility Corp.),코란도,2019
2024-01-24,현대자동차(주),아이오닉5(IONIQ5),2023
2024-01-24,현대자동차(주),아이오닉5(IONIQ5),2022
2024-01-24,기아 주식회사,쏘렌토,2018
2024-01-24,현대자동차(주),쏘나타 하이브리드 (SONATA Hybrid),2024
2024-01-24,현대자동차(주),싼타페(SANTAFE),2024
2024-01-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-24,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2024
2024-01-24,기아 주식회사,셀토스,2024
2024-01-24,기아 주식회사,봉고Ⅲ 워크스루밴,2022
2024-01-24,현대자동차(주),벨로스터(VELOSTER),2013
2024-01-24,주식회사 마이브,마이브 M1,2022
2024-01-24,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI Blue Motion,2015
2024-01-24,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI 4Motion,2018
2024-01-24,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2020
2024-01-24,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI,2018
2024-01-24,르노코리아(주),SM6,2016
2024-01-24,주식회사 모빌리티네트웍스,SE-A2밴,2023
2024-01-24,혼다코리아(주),PILOT,2019
2024-01-24,혼다코리아(주),PILOT,2019
2024-01-24,혼다코리아(주),PILOT,2019
2024-01-24,혼다코리아(주),PILOT,2019
